"LIDNUM","ORDER","FAMILY","GENUS","SPECIES","SUBORDERORSUPERFAMILY","SUBFAMILY","MAX_AGE","MIN_AGE","LAT","LONG","COUNTRY","STATE","COUNTY","LOC_SYNONYMS","BODYMASS","DIET_1","DIET_2","DIET_3","LOCOMO1","LOCOMO2","LOCOMO3"
20600,"Carnivora","Viverridae","Semigenetta","sansaniensis","\N","\N",12.85,11.2,47.4516666666667,7.94305555555556,"Switzerland","Baselland","\N","\N","5000","a","invert","mixed","te","scansorial","\N"
20600,"Carnivora","Ursidae","Ursavus","brevirhinus","\N","Ursinae",12.85,11.2,47.4516666666667,7.94305555555556,"Switzerland","Baselland","\N","\N","72192","o","omnivore","anim_dom","te","surficial","gen_quad"
20600,"Artiodactyla","Suidae","Listriodon","splendens","\N","Listriodontinae",12.85,11.2,47.4516666666667,7.94305555555556,"Switzerland","Baselland","\N","\N","165200","p","herbivore","browse","te","surficial","gen_quad"
20600,"Artiodactyla","Suidae","Conohyus","simorrensis","\N","Tetraconodontinae",12.85,11.2,47.4516666666667,7.94305555555556,"Switzerland","Baselland","\N","\N","91725","o","omnivore","plant_dom","te","surficial","gen_quad"
20600,"Artiodactyla","Suidae","Albanohyus","pygmaeus","\N","Cainochoerinae",12.85,11.2,47.4516666666667,7.94305555555556,"Switzerland","Baselland","\N","\N","9000","o","omnivore","plant_dom","te","surficial","gen_quad"
20600,"Artiodactyla","Palaeochoeridae","Taucanamo","grandaevum","\N","Taucanaminae",12.85,11.2,47.4516666666667,7.94305555555556,"Switzerland","Baselland","\N","\N","39443","o","omnivore","plant_dom","te","surficial","gen_quad"
20600,"Perissodactyla","Equidae","Anchitherium","aurelianense","\N","\N",12.85,11.2,47.4516666666667,7.94305555555556,"Switzerland","Baselland","\N","\N","110294","p","herbivore","browse","te","surficial","cursorial"
20600,"Artiodactyla","Moschidae","Micromeryx","flourensianus","\N","\N",12.85,11.2,47.4516666666667,7.94305555555556,"Switzerland","Baselland","\N","\N","9957","p","herbivore","browse","te","surficial","\N"
20600,"Artiodactyla","Cervidae","Euprox","furcatus","\N","\N",12.85,11.2,47.4516666666667,7.94305555555556,"Switzerland","Baselland","\N","\N","44002","p","herbivore","browse","te","surficial","\N"
20600,"Artiodactyla","Cervidae","indet.","indet.","\N","\N",12.85,11.2,47.4516666666667,7.94305555555556,"Switzerland","Baselland","\N","\N","\N","p","herbivore","\N","te","surficial","\N"
20600,"Artiodactyla","Tragulidae","Dorcatherium","indet.","\N","\N",12.85,11.2,47.4516666666667,7.94305555555556,"Switzerland","Baselland","\N","\N","\N","p","herbivore","browse","te","surficial","\N"
20600,"Perissodactyla","Rhinocerotidae","indet.","indet.","\N","\N",12.85,11.2,47.4516666666667,7.94305555555556,"Switzerland","Baselland","\N","\N","\N","p","herbivore","\N","te","surficial","gen_quad"
20600,"Artiodactyla","Palaeomerycidae","Palaeomeryx","magnus","\N","\N",12.85,11.2,47.4516666666667,7.94305555555556,"Switzerland","Baselland","\N","\N","200000","p","herbivore","\N","sa","surficial","\N"
20600,"Artiodactyla","Bovidae","Eotragus","clavatus","\N","\N",12.85,11.2,47.4516666666667,7.94305555555556,"Switzerland","Baselland","\N","\N","38954","p","herbivore","browse","te","surficial","\N"
20600,"Carnivora","Viverridae","Leptoplesictis","filholi","\N","\N",12.85,11.2,47.4516666666667,7.94305555555556,"Switzerland","Baselland","\N","\N","366","\N","\N","\N","te","\N","\N"
20600,"Carnivora","Mustelidae","Trocharion","indet.","\N","\N",12.85,11.2,47.4516666666667,7.94305555555556,"Switzerland","Baselland","\N","\N","\N","\N","\N","\N","\N","\N","\N"
20600,"Carnivora","Mustelidae","Trochotherium","indet.","\N","\N",12.85,11.2,47.4516666666667,7.94305555555556,"Switzerland","Baselland","\N","\N","\N","\N","\N","\N","\N","\N","\N"
20600,"Artiodactyla","Suidae","Xenochoerus","indet.","\N","\N",12.85,11.2,47.4516666666667,7.94305555555556,"Switzerland","Baselland","\N","\N","\N","\N","\N","\N","\N","\N","\N"
24576,"Carnivora","Amphicyonidae","Amphicyon","major","\N","\N",14.2,12.85,47.1878,14.8256,"Austria","\N","\N","\N","183000","a","carnivore","m/bone","te","surficial","gen_quad"
24576,"Artiodactyla","Tragulidae","Dorcatherium","indet.","\N","\N",14.2,12.85,47.1878,14.8256,"Austria","\N","\N","\N","\N","p","herbivore","browse","te","surficial","\N"
24576,"Artiodactyla","indet.","indet.","indet.","\N","\N",14.2,12.85,47.1878,14.8256,"Austria","\N","\N","\N","\N","p","herbivore","\N","te","surficial","cursorial"
20473,"Perissodactyla","Equidae","Plesiohipparion","crassum","\N","\N",5,3.55,36.067,27.8,"Greece","\N","Rhodes","\N","\N","p","herbivore","graze","te","surficial","cursorial"
20473,"Artiodactyla","Bovidae","Gazella","indet.","\N","\N",5,3.55,36.067,27.8,"Greece","\N","Rhodes","\N","\N","p","herbivore","graze","te","surficial","\N"
20473,"Artiodactyla","Cervidae","indet.","indet.","\N","\N",5,3.55,36.067,27.8,"Greece","\N","Rhodes","\N","\N","p","herbivore","\N","te","surficial","\N"
20473,"Carnivora","Canidae","indet.","indet.","\N","\N",5,3.55,36.067,27.8,"Greece","\N","Rhodes","\N","\N","a","carnivore","\N","te","surficial","gen_quad"
20473,"Carnivora","Hyaenidae","Pliocrocuta","perrieri","\N","\N",5,3.55,36.067,27.8,"Greece","\N","Rhodes","\N","84961","a","carnivore","m/bone","te","surficial","gen_quad"
20473,"Artiodactyla","Cervidae","Cervus","philisi","\N","\N",5,3.55,36.067,27.8,"Greece","\N","Rhodes","\N","20000","p","herbivore","\N","te","surficial","\N"
20473,"Perissodactyla","Rhinocerotidae","indet.","indet.","\N","\N",5,3.55,36.067,27.8,"Greece","\N","Rhodes","\N","\N","p","herbivore","\N","te","surficial","gen_quad"
20473,"Proboscidea","indet.","indet.","indet.","\N","\N",5,3.55,36.067,27.8,"Greece","\N","Rhodes","\N","\N","p","herbivore","\N","te","surficial","graviportal"
21133,"Proboscidea","Gomphotheriidae","Gomphotherium","angustidens","\N","\N",12.9,12.2,47.75,33.65,"Ukraine","\N","\N","\N","3629130","p","herbivore","br/gr","te","surficial","graviportal"
21133,"Carnivora","Felidae","Machairodus","indet.","\N","\N",12.9,12.2,47.75,33.65,"Ukraine","\N","\N","\N","\N","a","carnivore","meat_only","te","surficial","gen_quad"
21133,"Artiodactyla","Giraffidae","Palaeotragus","expectans","\N","\N",12.9,12.2,47.75,33.65,"Ukraine","\N","\N","\N","463070","p","herbivore","\N","te","surficial","\N"
24420,"Artiodactyla","Cervidae","Metacervocerus","pardinensis","\N","\N",3.55,2.5,45.8333,25.6028,"Romania","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N"
24420,"Perissodactyla","Rhinocerotidae","Stephanorhinus","elatus","\N","\N",3.55,2.5,45.8333,25.6028,"Romania","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N"
23643,"Artiodactyla","Bovidae","indet.","indet.","\N","\N",11.2,9.9,40.651,27.144,"Turkey","\N","Tekirdag","Tekirdag Sarkoy-Arapli","\N","p","herbivore","\N","te","surficial","\N"
23643,"Artiodactyla","Giraffidae","indet.","indet.","\N","\N",11.2,9.9,40.651,27.144,"Turkey","\N","Tekirdag","Tekirdag Sarkoy-Arapli","\N","p","herbivore","\N","te","surficial","\N"
23643,"Proboscidea","Gomphotheriidae","Gomphotherium","angustidens","\N","\N",11.2,9.9,40.651,27.144,"Turkey","\N","Tekirdag","Tekirdag Sarkoy-Arapli","3629130","p","herbivore","br/gr","te","surficial","graviportal"
23643,"Perissodactyla","Rhinocerotidae","indet.","indet.","\N","\N",11.2,9.9,40.651,27.144,"Turkey","\N","Tekirdag","Tekirdag Sarkoy-Arapli","\N","p","herbivore","\N","te","surficial","gen_quad"
23643,"Proboscidea","Gomphotheriidae","Platybelodon","danovi","\N","\N",11.2,9.9,40.651,27.144,"Turkey","\N","Tekirdag","Tekirdag Sarkoy-Arapli","\N","p","herbivore","\N","te","surficial","graviportal"
23643,"Perissodactyla","Equidae","Hipparion","indet.","\N","\N",11.2,9.9,40.651,27.144,"Turkey","\N","Tekirdag","Tekirdag Sarkoy-Arapli","\N","p","herbivore","graze","te","surficial","hyper_curs"
21131,"Proboscidea","Gomphotheriidae","Gomphotherium","angustidens","\N","\N",16.4,14.8,45.4,36.5,"Ukraine","Kerchenskij p-la","\N","\N","3629130","p","herbivore","br/gr","te","surficial","graviportal"
23187,"Carnivora","Percrocutidae","Percrocuta","miocenica","\N","\N",16.4,12.85,38.533,28.633,"Turkey","Western Turkey","Karaburun Peninsula","\N","40000","a","carnivore","m/bone","te","surficial","cursorial"
23187,"Carnivora","Mustelidae","Ischyrictis","anatolicus","\N","\N",16.4,12.85,38.533,28.633,"Turkey","Western Turkey","Karaburun Peninsula","\N","12000","a","carnivore","meat","te","\N","\N"
23187,"Artiodactyla","Suidae","Listriodon","splendens","\N","Listriodontinae",16.4,12.85,38.533,28.633,"Turkey","Western Turkey","Karaburun Peninsula","\N","165200","p","herbivore","browse","te","surficial","gen_quad"
23187,"Artiodactyla","Bovidae","Hypsodontus","pronaticornis","\N","\N",16.4,12.85,38.533,28.633,"Turkey","Western Turkey","Karaburun Peninsula","\N","161058","p","herbivore","br/gr","te","surficial","\N"
23187,"Artiodactyla","Bovidae","Tethytragus","indet.","\N","\N",16.4,12.85,38.533,28.633,"Turkey","Western Turkey","Karaburun Peninsula","\N","\N","p","herbivore","browse","te","surficial","\N"
23187,"Artiodactyla","Moschidae","Micromeryx","indet.","\N","\N",16.4,12.85,38.533,28.633,"Turkey","Western Turkey","Karaburun Peninsula","\N","\N","p","herbivore","\N","te","surficial","\N"
23187,"Carnivora","indet.","indet.","indet.","\N","\N",16.4,12.85,38.533,28.633,"Turkey","Western Turkey","Karaburun Peninsula","\N","\N","\N","\N","\N","\N","\N","\N"
23187,"Artiodactyla","Giraffidae","Giraffokeryx","indet.","\N","\N",16.4,12.85,38.533,28.633,"Turkey","Western Turkey","Karaburun Peninsula","\N","\N","p","herbivore","\N","te","\N","\N"
23187,"Proboscidea","Gomphotheriidae","Protanancus","indet.","\N","Gomphotheriinae",16.4,12.85,38.533,28.633,"Turkey","Western Turkey","Karaburun Peninsula","\N","\N","p","herbivore","\N","te","\N","\N"
23187,"Carnivora","Hyaenidae","Protictitherium","intermedium","\N","\N",16.4,12.85,38.533,28.633,"Turkey","Western Turkey","Karaburun Peninsula","\N","\N","\N","\N","\N","te","\N","\N"
23187,"Perissodactyla","Rhinocerotidae","Beliajevina","indet.","\N","\N",16.4,12.85,38.533,28.633,"Turkey","Western Turkey","Karaburun Peninsula","\N","\N","p","herbivore","\N","\N","\N","\N"
23187,"Artiodactyla","Bovidae","Turcocerus","indet.","\N","\N",16.4,12.85,38.533,28.633,"Turkey","Western Turkey","Karaburun Peninsula","\N","\N","p","herbivore","\N","te","\N","\N"
21386,"Artiodactyla","Suidae","Propotamochoerus","provincialis","\N","Suinae",7.1,5.3,36.967,-3.9,"Spain","\N","\N","\N","160000","o","omnivore","plant_dom","te","surficial","gen_quad"
21386,"Artiodactyla","Bovidae","indet.","indet.","\N","\N",7.1,5.3,36.967,-3.9,"Spain","\N","\N","\N","\N","p","herbivore","\N","te","surficial","\N"
21386,"Artiodactyla","Cervidae","indet.","indet.","\N","\N",7.1,5.3,36.967,-3.9,"Spain","\N","\N","\N","\N","p","herbivore","\N","te","surficial","\N"
21386,"Perissodactyla","Equidae","Hipparion","gromovae","\N","\N",7.1,5.3,36.967,-3.9,"Spain","\N","\N","\N","164564","p","herbivore","graze","te","surficial","cursorial"
21386,"Artiodactyla","Suidae","indet.","indet.","\N","\N",7.1,5.3,36.967,-3.9,"Spain","\N","\N","\N","\N","\N","\N","\N","te","surficial","gen_quad"
21386,"Perissodactyla","Rhinocerotidae","indet.","indet.","\N","\N",7.1,5.3,36.967,-3.9,"Spain","\N","\N","\N","\N","p","herbivore","\N","te","surficial","gen_quad"
21386,"Artiodactyla","Hippopotamidae","Hexaprotodon","pantanellii","\N","\N",7.1,5.3,36.967,-3.9,"Spain","\N","\N","\N","1507809","p","herbivore","graze","sa","surficial","gen_quad"
21386,"Artiodactyla","Bovidae","Parabos","indet.","\N","\N",7.1,5.3,36.967,-3.9,"Spain","\N","\N","\N","\N","p","herbivore","graze","te","surficial","\N"
21386,"Carnivora","Hyaenidae","Thalassictis","indet.","\N","\N",7.1,5.3,36.967,-3.9,"Spain","\N","\N","\N","\N","\N","\N","\N","te","\N","\N"
21386,"Proboscidea","Mastodontidae","indet.","indet.","\N","\N",7.1,5.3,36.967,-3.9,"Spain","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N"
23507,"Artiodactyla","Bovidae","Gazella","indet.","\N","\N",11.2,1.9,38.271,31.707,"Turkey","\N","Konya","Konya Aksehir-Argithani","\N","p","herbivore","graze","te","surficial","\N"
23507,"Perissodactyla","Rhinocerotidae","indet.","indet.","\N","\N",11.2,1.9,38.271,31.707,"Turkey","\N","Konya","Konya Aksehir-Argithani","\N","p","herbivore","\N","te","surficial","gen_quad"
23507,"Perissodactyla","Equidae","Hipparion","indet.","\N","\N",11.2,1.9,38.271,31.707,"Turkey","\N","Konya","Konya Aksehir-Argithani","\N","p","herbivore","graze","te","surficial","hyper_curs"
27819,"Artiodactyla","indet.","indet.","indet.","\N","\N",19.5,17.2,41.3108825,-2.0535531,"Spain","Aragon","Province of Zaragoza","\N","\N","p","herbivore","\N","te","surficial","cursorial"
20136,"Artiodactyla","Bovidae","Gazella","propria","\N","\N",9.88,8.027,42.13,43.51,"Georgia","\N","\N","\N","23000","p","herbivore","br/gr","te","surficial","cursorial"
20136,"Artiodactyla","Suidae","indet.","indet.","\N","\N",9.88,8.027,42.13,43.51,"Georgia","\N","\N","\N","\N","\N","\N","\N","te","surficial","gen_quad"
20136,"Carnivora","Ailuridae","Simocyon","indet.","\N","\N",9.88,8.027,42.13,43.51,"Georgia","\N","\N","\N","\N","a","\N","\N","\N","\N","\N"
20136,"Artiodactyla","Cervidae","Dicrocerus","salomeae","\N","\N",9.88,8.027,42.13,43.51,"Georgia","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N"
20136,"Artiodactyla","Giraffidae","indet.","indet.","\N","Sivatheriinae",9.88,8.027,42.13,43.51,"Georgia","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N"
20136,"Artiodactyla","Bovidae","Mirabiloceros","brevicornis","\N","\N",9.88,8.027,42.13,43.51,"Georgia","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N"
20136,"Artiodactyla","Bovidae","Phronetragus","arcnethensis","\N","\N",9.88,8.027,42.13,43.51,"Georgia","\N","\N","\N","\N","p","herbivore","\N","te","\N","\N"
20485,"Artiodactyla","Suidae","Bunolistriodon","latidens","\N","Listriodontinae",17.2,16.4,41.3891,-1.6968,"Spain","Aragon","Calatayud","Armantes I","110000","p","herbivore","plant_dom","te","surficial","gen_quad"
20485,"Perissodactyla","Rhinocerotidae","Alicornops","simorrensis","\N","\N",17.2,16.4,41.3891,-1.6968,"Spain","Aragon","Calatayud","Armantes I","735251","p","herbivore","browse","te","surficial","cursorial"
20485,"Perissodactyla","Rhinocerotidae","Hispanotherium","matritense","\N","\N",17.2,16.4,41.3891,-1.6968,"Spain","Aragon","Calatayud","Armantes I","1160452","p","herbivore","graze","te","surficial","cursorial"
20485,"Artiodactyla","Palaeomerycidae","Palaeomeryx","indet.","\N","\N",17.2,16.4,41.3891,-1.6968,"Spain","Aragon","Calatayud","Armantes I","\N","p","herbivore","\N","te","surficial","\N"
20485,"Artiodactyla","Cervidae","indet.","indet.","\N","\N",17.2,16.4,41.3891,-1.6968,"Spain","Aragon","Calatayud","Armantes I","\N","p","herbivore","\N","te","surficial","\N"
20485,"Artiodactyla","Moschidae","Micromeryx","indet.","\N","\N",17.2,16.4,41.3891,-1.6968,"Spain","Aragon","Calatayud","Armantes I","\N","p","herbivore","\N","te","surficial","\N"
20485,"Proboscidea","Gomphotheriidae","Gomphotherium","indet.","\N","\N",17.2,16.4,41.3891,-1.6968,"Spain","Aragon","Calatayud","Armantes I","\N","p","herbivore","browse","te","surficial","graviportal"
20485,"Artiodactyla","Suidae","Hyotherium","major","\N","Hyotheriinae",17.2,16.4,41.3891,-1.6968,"Spain","Aragon","Calatayud","Armantes I","59521","\N","\N","\N","te","surficial","gen_quad"
20485,"Artiodactyla","Cainotheriidae","Cainotherium","miocaenicum","\N","\N",17.2,16.4,41.3891,-1.6968,"Spain","Aragon","Calatayud","Armantes I","1065","\N","\N","\N","\N","\N","\N"
20485,"Perissodactyla","Equidae","Anchitherium","indet.","\N","Anchitheriinae",17.2,16.4,41.3891,-1.6968,"Spain","Aragon","Calatayud","Armantes I","\N","p","herbivore","browse","te","surficial","cursorial"
27820,"Artiodactyla","Suidae","Bunolistriodon","lockharti","\N","Listriodontinae",16.4,14.2,41.361,-1.7269,"Spain","Aragon","Province of Zaragoza","Armantes III","144032","p","herbivore","plant_dom","te","surficial","gen_quad"
27820,"Artiodactyla","Palaeomerycidae","Palaeomeryx","indet.","\N","\N",16.4,14.2,41.361,-1.7269,"Spain","Aragon","Province of Zaragoza","Armantes III","\N","p","herbivore","\N","te","surficial","\N"
27820,"Artiodactyla","Cervidae","indet.","indet.","\N","\N",16.4,14.2,41.361,-1.7269,"Spain","Aragon","Province of Zaragoza","Armantes III","\N","p","herbivore","\N","te","surficial","\N"
27820,"Perissodactyla","Rhinocerotidae","indet.","indet.","\N","\N",16.4,14.2,41.361,-1.7269,"Spain","Aragon","Province of Zaragoza","Armantes III","\N","p","herbivore","\N","te","surficial","gen_quad"
27820,"Perissodactyla","Chalicotheriidae","Chalicotherium","indet.","\N","\N",16.4,14.2,41.361,-1.7269,"Spain","Aragon","Province of Zaragoza","Armantes III","\N","p","herbivore","browse","te","surficial","k_walk"
27820,"Perissodactyla","Equidae","Anchitherium","indet.","\N","Anchitheriinae",16.4,14.2,41.361,-1.7269,"Spain","Aragon","Province of Zaragoza","Armantes III","\N","p","herbivore","browse","te","surficial","cursorial"
27821,"Artiodactyla","Cainotheriidae","Cainotherium","miocaenicum","\N","\N",16.4,14.2,41.3479,-1.7197,"Spain","Aragon","Province of Zaragoza","Armantes IV","1065","\N","\N","\N","\N","\N","\N"
27567,"Artiodactyla","Cainotheriidae","indet.","indet.","\N","\N",23,21.7,42.2278373,-2.1000138,"Spain","\N","\N","\N","\N","\N","\N","\N","\N","\N","\N"
20686,"Carnivora","Hyaenidae","Adcrocuta","eximia","\N","\N",7.1,5.3,40.4,-1.1,"Spain","\N","Teruel","La Fontana","106892","a","carnivore","m/bone","te","surficial","gen_quad"
20686,"Carnivora","Felidae","Amphimachairodus","giganteus","\N","\N",7.1,5.3,40.4,-1.1,"Spain","\N","Teruel","La Fontana","210000","a","carnivore","meat_only","te","\N","gen_quad"
20686,"Carnivora","Felidae","Metailurus","parvulus","\N","\N",7.1,5.3,40.4,-1.1,"Spain","\N","Teruel","La Fontana","38000","a","carnivore","meat_only","te","\N","\N"
20686,"Carnivora","Mustelidae","Sivaonyx","lehmani","\N","\N",7.1,5.3,40.4,-1.1,"Spain","\N","Teruel","La Fontana","\N","a","invert","\N","\N","\N","\N"
20686,"Perissodactyla","Rhinocerotidae","Dihoplus","schleiermacheri","\N","\N",7.1,5.3,40.4,-1.1,"Spain","\N","Teruel","La Fontana","1541149","p","herbivore","browse","te","surficial","gen_quad"
20686,"Perissodactyla","Equidae","Hippotherium","primigenium","\N","\N",7.1,5.3,40.4,-1.1,"Spain","\N","Teruel","La Fontana","243008","p","herbivore","br/gr","te","surficial","cursorial"
20686,"Perissodactyla","Equidae","Hipparion","concudense","\N","\N",7.1,5.3,40.4,-1.1,"Spain","\N","Teruel","La Fontana","241775","p","herbivore","graze","te","surficial","cursorial"
20686,"Perissodactyla","Equidae","Cremohipparion","periafricanum","\N","\N",7.1,5.3,40.4,-1.1,"Spain","\N","Teruel","La Fontana","71940","p","herbivore","graze","te","surficial","cursorial"
20686,"Carnivora","Hyaenidae","Lycyaena","indet.","\N","\N",7.1,5.3,40.4,-1.1,"Spain","\N","Teruel","La Fontana","\N","a","carnivore","m/bone","te","surficial","cursorial"
20686,"Artiodactyla","Bovidae","Gazella","deperdita","\N","\N",7.1,5.3,40.4,-1.1,"Spain","\N","Teruel","La Fontana","15491","p","herbivore","br/gr","te","surficial","\N"
20686,"Proboscidea","Gomphotheriidae","Tetralophodon","longirostris","\N","\N",7.1,5.3,40.4,-1.1,"Spain","\N","Teruel","La Fontana","4489000","p","herbivore","br/gr","te","surficial","graviportal"
20686,"Proboscidea","Mammutidae","Zygolophodon","turicensis","\N","\N",7.1,5.3,40.4,-1.1,"Spain","\N","Teruel","La Fontana","5973000","p","herbivore","browse","te","surficial","graviportal"
20686,"Artiodactyla","Hippopotamidae","Hexaprotodon","crusafonti","\N","\N",7.1,5.3,40.4,-1.1,"Spain","\N","Teruel","La Fontana","\N","p","herbivore","graze","sa","\N","gen_quad"
20686,"Artiodactyla","Bovidae","Hispanodorcas","indet.","\N","\N",7.1,5.3,40.4,-1.1,"Spain","\N","Teruel","La Fontana","\N","p","herbivore","br/gr","te","surficial","\N"
20686,"Artiodactyla","Cervidae","Pliocervus","matheroni","\N","\N",7.1,5.3,40.4,-1.1,"Spain","\N","Teruel","La Fontana","\N","p","herbivore","\N","te","surficial","\N"
